n_commits,nome,localidade
1,ShashankParekh,
1,ShawnDong,
1,ShingenPizza,
1,ShivamDurgbuns,
1,ShivangBharadwaj,
1,ShubhamBhagat,
1,SiFeng,
1,Sicong,
1,SimeonJMorgan,
1,SimeonVisser,
1,SimonKern,
1,SimonKerr,
1,SimonLitchfield,
1,SimonSawicki,
1,SimonTörnqvist,
1,SirenityK,
1,SiteshShrivastava,
1,SjoerdLangkemper,
1,SlavaSkvortsov,
1,Snow_Poijio,
1,Someoneece,
1,SongJunho,
1,SorchaBowler,
1,SotaTabu,
1,StandaOpichal,
1,StanislavVolyk,
1,StasRudakou,
1,Stefan"hr"Berder,
1,StefanKjartansson,
1,StefanSinca,
1,StefanhrBerder,
1,StefanoChiodino,
1,StefanoRivera,
1,StefanosI.Tsaklidis,
1,StephaneAngel(Twidi),
1,Stephen,
1,StephenBrown,
1,StephenFinucane,
1,StephenKelly,
1,StephenPaulger,
1,StephenRauch,
1,SteveHiemstra,
1,Steven,
1,StevenDeMartini,
1,StevenMaude,
1,StevenPousty,
1,StewartPark,
1,Stéphane"Twidi"Angel,
1,SubhavGautam,
1,SubhrajyotiSen,
1,SudhanshuMishra,
1,SuriyaaKudo,
1,SusanWright,
1,SutrisnoEfendi,
1,SvenEngström,
1,SvenGrunewaldt,
1,Swann,
1,Swat009,
1,SyedSajjadHussainShah,
1,SyedWaheed,
1,Sztrovacsek,
1,SébastienCorbin,
1,SławomirEhlert,
1,TN,
1,T.Franzel,
1,TAKAHASHIShuuji,
1,TMFGravyHands,
1,TaaviTeska,
1,TahaJahangir,
1,TaishiEndo,
1,TakuyaNoguchi,
1,TamasSzabo,
1,TamerSherif,
1,TanmayVijay,
1,TannerStirrat,
1,Taoufik,
1,Taranjeet,
1,TarjeiHusøy,
1,TaylorEdmiston,
1,TeresaPartida,
1,ThejaswiPuthraya,
1,TheodorosIkonomou,
1,TheofanisDespoudis,
1,ThijsvanDien,
1,ThinkChaos,
1,ThngKaiYuan,
1,ThodorisSotiropoulos,
1,ThomWiggers,
1,Thomas,
1,ThomasAglassinger,
1,ThomasAllison,
1,ThomasBartelmess,
1,ThomasGuettler,
1,ThomasKhyn,
1,ThomasRiccardi,
1,ThomasSchmidt,
1,ThomasSchorr,
1,ThomasStephenson,
1,ThomasinaLee,
1,TiagoHonorato,
1,TiborLeupold,
1,Tilak,
1,TillmannKarras,
1,TilmanKoschnick,
1,TilmannBecker,
1,TimAllen,
1,TimFiedler,
1,TimGarner,
1,TimOsborn,
1,TimRichardson,
1,TimSaylor,
1,TimSchaffer,
1,TimSchneider,
1,TimShaffer,
1,TimoLudwig,
1,TobiasCarlander,
1,TobiasKroenke,
1,ToivoMattila,
1,TomAtkins,
1,TomFifield,
1,TomHacohen,
1,TomMortimer-Jones,
1,TomScholl,
1,TomSparrow,
1,TomTerrace,
1,TomWojcik,
1,TomV,
1,TomasPazderka,
1,TomaszAnielak,
1,TomaszJaskowski,
1,TomaszKontusz,
1,TomeCvitan,
1,TommyAllen,
1,TomoOtsuka,
1,TonyLechner,
1,TonyZhu,
1,ToreLundqvist,
1,TravisJensen,
1,Troon,
1,Tsering,
1,Tushar,
1,TusharBhatia,
1,TusharMalik,
1,TylerBall,
1,TylerGarner,
1,UmanShahzad,
1,Uri,
1,UrielCorfa,
1,UttamKini,
1,VaclavEhrlich,
1,ValNeekman,
1,Valz,
1,Valze,
1,VasilisAggelou,
1,VasiliyBolshakov,
1,VasiliyIvanov,
1,VašekDohnal,
1,VebjornLjosa,
1,VedranKaračić,
1,VeresLajos,
1,VesteinnSnaebjarnarson,
1,Victor,
1,VictorMoura,
1,VictorPeralta,
1,VictorSowa,
1,VikashSingh,
1,ViktorDanyliuk,
1,ViktorGarske,
1,ViktorGrabov,
1,VilliersStrauss,
1,VincentPoulailleau,
1,VincentZhang,
1,VinkoMlačić,
1,VinnyDo,
1,VinodKurup,
1,VishnuKs,
1,VitaliyYelnik,
1,VitalyBogomolov,
1,Vitor[Bux]baum,
1,VladStarostin,
1,VladimirAFilonov,
1,VladimirKochetkov,
1,VladimirRutsky,
1,VladimírMacek,
1,VyacheslavDmitriev,
1,WaldemarKornewald,
1,WalterDoekes,
1,WangDongxiao,
1,WarrenSmith,
1,WassefBenAhmed,
1,WayneLambert,
1,WilTan,
1,WilhelmKlopp,
1,WillAyd,
1,WillEarp,
1,WillKoster,
1,WilleMarcel,
1,WilliamHayes,
1,WilliamsMendez,
1,WillyNjundong,
1,Windsooon,
1,WoLpH,
1,WojciechBanaś,
1,XDEv11,
1,XarothBrook,
1,XavierFrancisco,
1,XiangZhang,
1,YQ,
1,YahyaAli,
1,YairChuchem,
1,YangLiu,
1,YannSionneau,
1,YaroslavHalchenko,
1,YaserAmiri,
1,YashJhunjhunwala,
1,Yashas,
1,YazhongLiu,
1,YehonatanDaniv,
1,YitzhakClark,
1,YogyaChugh,
1,YohannGabory,
1,YooInKeun,
1,YosukeYasuda,
1,YoungYang,
1,YuekuiLi,
1,YuichiFujikawa,
1,YuriKaszubowskiLopes,
1,YuriKriachko,
1,YuryV.Zaytsev,
1,YvesWeissig,
1,Zac-HD,
1,ZachGarwood,
1,ZachWernberg,
1,ZackaryTroop,
1,ZainPatel,
1,Zapelini,
1,Zeilentaucher,
1,ZeyadMoustafaKamal,
1,ZeynelÖzdemir,
1,ZoltanGyarmati,
1,ZowieBeha,
1,a1tus,
1,a8568730,
1,aaktsipetrov,
1,acemaster,
1,acrefoot,
1,adamb70,
1,adamth,
1,aditya.chaudhary1558@gmail.com,
1,adontz,
1,africaitcase,
1,ahbk,
1,ahmadekhalili,
1,aitoehigie,
1,akoskaaa,
1,albertoconnor,
1,alexanderblnf,
1,ali,
1,alix-,
1,alvinshaita,
1,amalia,
1,amansharma612,
1,amatellanes,
1,amirsoroush,
1,amureki,
1,ana-balica,
1,anatolytechtonik,
1,andreage,
1,andredelorme,
1,andrewdotn,
1,andymatthews,
1,anna,
1,antoinehumbert,
1,arachnegl,
1,arcanemachine,
1,argaen,
1,aroche,
1,arsalan.ghassemi,
1,aryabartar,
1,atsuoishimoto,
1,auvipy,
1,avas9366,
1,averybigant,
1,bahoo,
1,bakabiko,
1,baldychristophe,
1,bankc,
1,bbjay,
1,bc500,
1,bcail,
1,bcye,
1,bedilbek,
1,bee_keeper,
1,bellisk,
1,benebsiny,
1,bgaechter,
1,birthdaysgift,
1,bmsleight,
1,boaz85@gmail.com,
1,bobort,
1,bquinn,
1,brian,
1,btknu,
1,buzzi,
1,c-bata,
1,cammil,
1,canhuynh1998,
1,chemary,
1,chenesan,
1,chetan22,
1,chex,
1,chomik,
1,chriscauley,
1,chrishna1,
1,christa,
1,crccheck,
1,cuinix,
1,d9pouces,
1,danger,
1,daniponi,
1,danieltatraivertis,
1,daphshez,
1,dariusBERNARD,
1,david,
1,davidolz,
1,dbogar89,
1,deby,
1,dennisvang,
1,desigrammer,
1,devin13cox,
1,dizballanze,
1,djendrju,
1,dmytryi.striletskyi,
1,dokgeppo,
1,dpwrussell,
1,drd0013,
1,duranbe,
1,dustinlharrison,
1,dzhuang,
1,earthyoung,
1,ecogels,
1,ejstronge,
1,ekinertac,
1,elena,
1,enprava,
1,excursus,
1,exploit19,
1,fabrizioettoremessina,
1,faishalmanzar,
1,fako,
1,farhan,
1,ferhatelmas,
1,flh,
1,foresmac,
1,fowczrek,
1,fschwebel,
1,gabn88,
1,geekodour,
1,girishramnani,
1,girishkumarkh,
1,github-user-en,
1,gnl,
1,gowthamk63,
1,gtleee,
1,gunchleoc,
1,gyx1000,
1,haileyajohnson,
1,harikrishnakanchi,
1,haxoza,
1,hayashi,
1,hb6h057,
1,heathervm,
1,hekevintran,
1,heshamhatem,
1,homm,
1,ifedapoolarewaju,
1,ijl,
1,ilu_vatar_,
1,infosrabah,
1,j0hnsmith,
1,jakul,
1,jamesmikedupont,
1,jannh,
1,jannschu,
1,japrogramer,
1,jasisz,
1,jason_bruce,
1,jay20162016,
1,jaywelborn,
1,jblang94,
1,jburns6789,
1,jedidiah,
1,jer,
1,jerrydumblauskas,
1,jhisham,
1,jibreel,
1,jktravis,
1,jmk,
1,jnns,
1,jnothman,
1,joaoxsouls,
1,jochemfranken,
1,johannes-gehrs,
1,johannes.linke,
1,jordan.bae,
1,jordanbae,
1,jordij,
1,jorgecarleitao,
1,joshuapatel,
1,jrabbit,
1,jsals1,
1,juanpex,
1,k,
1,kakulukia,
1,kappataumu,
1,kbehlers,
1,khanxmetu,
1,kimbo,
1,kimsoungryoul,
1,kjpc-tech,
1,koffi,
1,kola-er,
1,konsti,
1,ksg,
1,ksg97031,
1,kshitijraghav,
1,kshivakumar,
1,kspi,
1,lampslave,
1,laserhyena,
1,latyas(懒),
1,lb1c,
1,ldeluigi,
1,ldrumm,
1,leollon,
1,leondaz,
1,likecodingloveproblems,
1,lobziik,
1,lstaana,
1,lucas-r-oliveira,
1,lukasz.wojcik,
1,luz.paz,
1,mackong,
1,maddrum,
1,mangelozzi,
1,marcperrinoptel,
1,markhellewell,
1,mark-summerfield,
1,martonbognar,
1,marysia,
1,mattferrante,
1,maurizio,
1,mbacho,
1,mbcodes,
1,mcgeeco,
1,mdalp,
1,meghanabhange,
1,melipone,
1,mguegnol,
1,micahhausler,
1,michaldabski,
1,mick,
1,mieciu,
1,miigotu,
1,mitnk,
1,mpachas,
1,mpaolini,
1,msaelices,
1,msg,
1,muskanvaswan,
1,navneetsuman,
1,niauah,
1,nik258heda,
1,nmhung89,
1,nmundar,
1,noFFENSE,
1,nsasaki128,
1,ntuckovic,
1,olivierdalang,
1,orblivion,
1,oromero,
1,ovkulkarni,
1,oz123,
1,p0lygun,
1,pablo,
1,parth,
1,partizan,
1,patjouk,
1,pegler,
1,peterfarrell,
1,petr.prikryl,
1,pieterck,
1,pmisteli,
1,pochangl,
1,postrational,
1,premanandlakshmanan,
1,pscottdevos,
1,pythonwood,
1,qimingmafan,
1,quaspas,
1,r0Zh-ovanya,
1,r3a96,
1,raffaella,
1,rafrafek,
1,rajdesai24,
1,rajeeshp,
1,ramast,
1,ramez,
1,raratiru,
1,reficul31,
1,rharri,
1,rico-ci,
1,risicle,
1,roboslone,
1,robwa,
1,roman_p,
1,rowanv,
1,rroskam,
1,ruchit2801,
1,russkel,
1,ryabtsev,
1,rynomster,
1,ryowright,
1,safu9,
1,sag​e,
1,sanchjat,
1,sandjio,
1,saschalalala,
1,savanto,
1,sdeprez,
1,sdwoodbury,
1,sean_c_hsu,
1,seanfagan,
1,seanwestfall,
1,sebashwa,
1,sedrubal,
1,select-case,
1,seungkwon,
1,shankarj67,
1,shaunagm,
1,shepdl,
1,shiblystory,
1,shiningfm,
1,shinriyo,
1,shivamsharma,
1,shivaramkumar,
1,siddhartha-star-dev,
1,sindre,
1,skidipap,
1,slollo,
1,smallcode,
1,sp1rs,
1,stefan.ivic,
1,steve,
1,syedwaheed,
1,syre,
1,takaakishimbo,
1,tapangujjar,
1,taulant,
1,terminator14,
1,therealrinku,
1,thomazzo,
1,ticalcster,
1,tk,
1,toan,
1,tomhamiltonstubber,
1,touhf,
1,trontelj,
1,umairmehmood,
1,ume,
1,vagrant,
1,vanschelven,
1,varunnaganathan,
1,vavanade,
1,velis74,
1,vgolubev,
1,virgitl.io,
1,vkuzma,
1,vvojvoda,
1,vytisb,
1,weijunji,
1,wiktorkuchta,
1,willzhao,
1,wingstonsharon,
1,winkidney,
1,wtkm11,
1,xncbf,
1,xuxiang,
1,yakimka,
1,yatami38,
1,yishaibeeri,
1,yokomizor,
1,yujin,
1,yukihira1992,
1,yura,
1,yushanfans2233,
1,yyyyyyyan,
1,zauddelig,
1,zhangyangyu,
1,zhongqi,
1,zhuanyenan,
1,zriv,
1,zshimanchik,
1,zyegfryed,
1,ÁlvaroPelegrinaFernández,
1,ÅkeForslund,
1,Çağıl,
1,ÇağılUluşahin,
1,ÉtienneBERSAC,
1,ÉtienneBeaulé,
1,ÜlgenSarıkavak,
1,şuayipüzülmez,
1,БорисВерховский,
1,ВладимирЛысенко,
1,СадовскийНиколай,
1,אורי,
1,い。,
1,葛汉斌,
1,非法操作,
1,신우진,
